,MAE_start,MAE_end,STD_start,STD_end,Hit±3_start,Hit±3_end
video,0.47368421052631576,1.631578947368421,0.5129891760425771,1.640139774388806,1.0,0.8947368421052632
audio,2.4210526315789473,7.105263157894737,1.0173926082384546,1.6962290477574484,0.8421052631578947,0.0
comb,0.15789473684210525,0.7368421052631579,0.37463432463267754,0.45241392835886407,1.0,1.0
